dataset,subject_id,num_channels,channels,sampling_freq,edf_path
STAGES,GSSA00008,40,"EEG_F3-A2,EEG_F4-A1,EEG_A1-A2,EEG_C3-A2,EEG_C4-A1,EEG_O1-A2,EEG_O2-A1,EOG_LOC-A2,EOG_ROC-A2,EMG_Chin,Leg_1,Leg_2,ECG_I,RR,ECG_II,Snore,Snore2,Flow_Patient,Flow_Patient2,Effort_THO,Effort_ABD,SpO2,Pleth,Body,Flow_Patient3,xPAP_CPAP,xPAP_IPAP,xPAP_EPAP,Leak_Total,PulseRate,CO2_EndTidal,EEG_T4-A1,EEG_P4-A1,EEG_T3-A2,EEG_P3-A2,EMG_Aux1,EMG_Aux2,PressCheck,ECG_IIHF,Technical",1000.0,/scratch/boshra95/nsrr_downloads/stages/original/STAGES PSGs/GSSA/GSSA00008.edf
STAGES,GSSA00011_1,42,"EEG_F3-A2,EEG_F4-A1,EEG_A1-A2,EEG_C3-A2,EEG_C4-A1,EEG_O1-A2,EEG_O2-A1,EOG_LOC-A2,EOG_ROC-A2,EMG_Chin,Leg_1,Leg_2,ECG_I,RR,ECG_II,Snore,Snore2,Flow_Patient,Flow_Patient2,Effort_THO,Effort_ABD,SpO2,Pleth,Body,PulseRate,Flow_Patient3,xPAP_CPAP,xPAP_IPAP,xPAP_EPAP,Leak_Total,xPAP_MaxPress,xPAP_EPAPMin,xPAP_EPAPMax,xPAP_PSMin,xPAP_PSMax,xPAP_IPAPMin,xPAP_IPAPMax,BreathRate,Press_Patient,PressCheck,ECG_IIHF,Technical",1000.0,/scratch/boshra95/nsrr_downloads/stages/original/STAGES PSGs/GSSA/GSSA00011_1.edf
STAGES,GSSA00016,33,"EEG_F3-A2,EEG_F4-A1,EEG_A1-A2,EEG_C3-A2,EEG_C4-A1,EEG_O1-A2,EEG_O2-A1,EOG_LOC-A2,EOG_ROC-A2,EMG_Chin,Leg_1,Leg_2,ECG_I,RR,ECG_II,Snore,Snore2,Flow_Patient,Flow_Patient2,Effort_THO,Effort_ABD,SpO2,Pleth,Body,Flow_Patient3,xPAP_CPAP,xPAP_IPAP,xPAP_EPAP,Leak_Total,PulseRate,PressCheck,ECG_IIHF,Technical",1000.0,/scratch/boshra95/nsrr_downloads/stages/original/STAGES PSGs/GSSA/GSSA00016.edf
STAGES,GSSA00012,33,"EEG_F3-A2,EEG_F4-A1,EEG_A1-A2,EEG_C3-A2,EEG_C4-A1,EEG_O1-A2,EEG_O2-A1,EOG_LOC-A2,EOG_ROC-A2,EMG_Chin,Leg_1,Leg_2,ECG_I,RR,ECG_II,Snore,Snore2,Flow_Patient,Flow_Patient2,Effort_THO,Effort_ABD,SpO2,Pleth,Body,Flow_Patient3,xPAP_CPAP,xPAP_IPAP,xPAP_EPAP,Leak_Total,PulseRate,PressCheck,ECG_IIHF,Technical",1000.0,/scratch/boshra95/nsrr_downloads/stages/original/STAGES PSGs/GSSA/GSSA00012.edf
STAGES,GSSA00022_1,14,"EEG_F3-A2,EEG_F4-A1,EEG_A1-A2,EEG_C3-A2,EEG_C4-A1,EEG_O1-A2,EEG_O2-A1,EOG_LOC-A2,EOG_ROC-A2,EMG_Chin,ECG_II,RR,ECG_IIHF,Technical",1000.0,/scratch/boshra95/nsrr_downloads/stages/original/STAGES PSGs/GSSA/GSSA00022_1.edf
STAGES,GSSA00019,33,"EEG_F3-A2,EEG_F4-A1,EEG_A1-A2,EEG_C3-A2,EEG_C4-A1,EEG_O1-A2,EEG_O2-A1,EOG_LOC-A2,EOG_ROC-A2,EMG_Chin,Leg_1,Leg_2,ECG_I,RR,ECG_II,Snore,Snore2,Flow_Patient,Flow_Patient2,Effort_THO,Effort_ABD,SpO2,Pleth,Body,Flow_Patient3,xPAP_CPAP,xPAP_IPAP,xPAP_EPAP,Leak_Total,PulseRate,PressCheck,ECG_IIHF,Technical",1000.0,/scratch/boshra95/nsrr_downloads/stages/original/STAGES PSGs/GSSA/GSSA00019.edf
STAGES,GSSA00009,33,"EEG_F3-A2,EEG_F4-A1,EEG_A1-A2,EEG_C3-A2,EEG_C4-A1,EEG_O1-A2,EEG_O2-A1,EOG_LOC-A2,EOG_ROC-A2,EMG_Chin,Leg_1,Leg_2,ECG_I,RR,ECG_II,Snore,Snore2,Flow_Patient,Flow_Patient2,Effort_THO,Effort_ABD,SpO2,Pleth,Body,Flow_Patient3,xPAP_CPAP,xPAP_IPAP,xPAP_EPAP,Leak_Total,PulseRate,PressCheck,ECG_IIHF,Technical",1000.0,/scratch/boshra95/nsrr_downloads/stages/original/STAGES PSGs/GSSA/GSSA00009.edf
STAGES,GSSA00014,37,"EEG_F3-A2,EEG_F4-A1,EEG_A1-A2,EEG_C3-A2,EEG_C4-A1,EEG_O1-A2,EEG_O2-A1,EOG_LOC-A2,EOG_ROC-A2,EMG_Chin,Leg_1,Leg_2,ECG_I,RR,ECG_II,Snore,Snore2,Flow_Patient,Flow_Patient2,Effort_THO,Effort_ABD,SpO2,Pleth,Body,Flow_Patient3,xPAP_CPAP,xPAP_IPAP,xPAP_EPAP,Leak_Total,PulseRate,EEG_T4-A1,EEG_P4-A1,EEG_P3-A2,EEG_T3-A2,PressCheck,ECG_IIHF,Technical",1000.0,/scratch/boshra95/nsrr_downloads/stages/original/STAGES PSGs/GSSA/GSSA00014.edf
STAGES,GSSA00005,52,"EEG_F3-A2,EEG_F4-A1,EEG_A1-A2,EEG_C3-A2,EEG_C4-A1,EEG_O1-A2,EEG_O2-A1,EOG_LOC-A2,EOG_ROC-A2,EMG_Chin,Leg_1,Leg_2,ECG_I,RR,ECG_II,Snore,Snore2,Flow_Patient,Flow_Patient2,Effort_THO,Effort_ABD,SpO2,Pleth,Body,PulseRate,Flow_Patient3,xPAP_CPAP,xPAP_IPAP,xPAP_EPAP,Leak_Total,xPAP_MaxPress,xPAP_EPAPMin,xPAP_EPAPMax,xPAP_PSMin,xPAP_PSMax,xPAP_IPAPMin,xPAP_IPAPMax,BreathRate,Press_Patient,EEG_Fp1-A2,EEG_F7-A2,EEG_T3-A2,EEG_T5-A2,EEG_P3-A2,EEG_Fp2-A1,EEG_P4-A1,EEG_F8-A1,EEG_T4-A1,EEG_T6-A1,PressCheck,ECG_IIHF,Technical",1000.0,/scratch/boshra95/nsrr_downloads/stages/original/STAGES PSGs/GSSA/GSSA00005.edf
STAGES,GSSA00007,37,"EEG_F3-A2,EEG_F4-A1,EEG_A1-A2,EEG_C3-A2,EEG_C4-A1,EEG_O1-A2,EEG_O2-A1,EOG_LOC-A2,EOG_ROC-A2,EMG_Chin,Leg_1,Leg_2,ECG_I,RR,ECG_II,Snore,Snore2,Flow_Patient,Flow_Patient2,Effort_THO,Effort_ABD,SpO2,Pleth,Body,Flow_Patient3,xPAP_CPAP,xPAP_IPAP,xPAP_EPAP,Leak_Total,PulseRate,EEG_T4-A1,EEG_P4-A1,EEG_P3-A2,EEG_T3-A2,PressCheck,ECG_IIHF,Technical",1000.0,/scratch/boshra95/nsrr_downloads/stages/original/STAGES PSGs/GSSA/GSSA00007.edf
STAGES,GSSA00002,33,"EEG_F3-A2,EEG_F4-A1,EEG_A1-A2,EEG_C3-A2,EEG_C4-A1,EEG_O1-A2,EEG_O2-A1,EOG_LOC-A2,EOG_ROC-A2,EMG_Chin,Leg_1,Leg_2,ECG_I,RR,ECG_II,Snore,Snore2,Flow_Patient,Flow_Patient2,Effort_THO,Effort_ABD,SpO2,Pleth,Body,Flow_Patient3,xPAP_CPAP,xPAP_IPAP,xPAP_EPAP,Leak_Total,PulseRate,PressCheck,ECG_IIHF,Technical",1000.0,/scratch/boshra95/nsrr_downloads/stages/original/STAGES PSGs/GSSA/GSSA00002.edf
STAGES,GSSA00025,37,"EEG_F3-A2,EEG_F4-A1,EEG_A1-A2,EEG_C3-A2,EEG_C4-A1,EEG_O1-A2,EEG_O2-A1,EOG_LOC-A2,EOG_ROC-A2,EMG_Chin,Leg_1,Leg_2,ECG_I,RR,ECG_II,Snore,Snore2,Flow_Patient,Flow_Patient2,Effort_THO,Effort_ABD,SpO2,Pleth,Body,Flow_Patient3,xPAP_CPAP,xPAP_IPAP,xPAP_EPAP,Leak_Total,PulseRate,EEG_T4-A1,EEG_P4-A1,EEG_P3-A2,EEG_T3-A2,PressCheck,ECG_IIHF,Technical",1000.0,/scratch/boshra95/nsrr_downloads/stages/original/STAGES PSGs/GSSA/GSSA00025.edf
STAGES,GSSA00004,42,"EEG_F3-A2,EEG_F4-A1,EEG_A1-A2,EEG_C3-A2,EEG_C4-A1,EEG_O1-A2,EEG_O2-A1,EOG_LOC-A2,EOG_ROC-A2,EMG_Chin,Leg_1,Leg_2,ECG_I,RR,ECG_II,Snore,Snore2,Flow_Patient,Flow_Patient2,Effort_THO,Effort_ABD,SpO2,Pleth,Body,PulseRate,Flow_Patient3,xPAP_CPAP,xPAP_IPAP,xPAP_EPAP,Leak_Total,xPAP_MaxPress,xPAP_EPAPMin,xPAP_EPAPMax,xPAP_PSMin,xPAP_PSMax,xPAP_IPAPMin,xPAP_IPAPMax,BreathRate,Press_Patient,PressCheck,ECG_IIHF,Technical",1000.0,/scratch/boshra95/nsrr_downloads/stages/original/STAGES PSGs/GSSA/GSSA00004.edf
STAGES,GSSA00022_4,14,"EEG_F3-A2,EEG_F4-A1,EEG_A1-A2,EEG_C3-A2,EEG_C4-A1,EEG_O1-A2,EEG_O2-A1,EOG_LOC-A2,EOG_ROC-A2,EMG_Chin,ECG_II,RR,ECG_IIHF,Technical",1000.0,/scratch/boshra95/nsrr_downloads/stages/original/STAGES PSGs/GSSA/GSSA00022_4.edf
STAGES,GSSA00003,40,"EEG_F3-A2,EEG_F4-A1,EEG_A1-A2,EEG_C3-A2,EEG_C4-A1,EEG_O1-A2,EEG_O2-A1,EOG_LOC-A2,EOG_ROC-A2,EMG_Chin,Leg_1,Leg_2,ECG_I,RR,ECG_II,Snore,Snore2,Flow_Patient,Flow_Patient2,Effort_THO,Effort_ABD,SpO2,Pleth,Body,Flow_Patient3,xPAP_CPAP,xPAP_IPAP,xPAP_EPAP,Leak_Total,PulseRate,EMG_Aux1,EMG_Aux2,EEG_T3-A2,EEG_T4-A1,EEG_P3-A2,EEG_P4-A1,CO2_EndTidal,PressCheck,ECG_IIHF,Technical",1000.0,/scratch/boshra95/nsrr_downloads/stages/original/STAGES PSGs/GSSA/GSSA00003.edf
STAGES,GSSA00013,33,"EEG_F3-A2,EEG_F4-A1,EEG_A1-A2,EEG_C3-A2,EEG_C4-A1,EEG_O1-A2,EEG_O2-A1,EOG_LOC-A2,EOG_ROC-A2,EMG_Chin,Leg_1,Leg_2,ECG_I,RR,ECG_II,Snore,Snore2,Flow_Patient,Flow_Patient2,Effort_THO,Effort_ABD,SpO2,Pleth,Body,Flow_Patient3,xPAP_CPAP,xPAP_IPAP,xPAP_EPAP,Leak_Total,PulseRate,PressCheck,ECG_IIHF,Technical",1000.0,/scratch/boshra95/nsrr_downloads/stages/original/STAGES PSGs/GSSA/GSSA00013.edf
STAGES,GSSA00029,33,"EEG_F3-A2,EEG_F4-A1,EEG_A1-A2,EEG_C3-A2,EEG_C4-A1,EEG_O1-A2,EEG_O2-A1,EOG_LOC-A2,EOG_ROC-A2,EMG_Chin,Leg_1,Leg_2,ECG_I,RR,ECG_II,Snore,Snore2,Flow_Patient,Flow_Patient2,Effort_THO,Effort_ABD,SpO2,Pleth,Body,Flow_Patient3,xPAP_CPAP,xPAP_IPAP,xPAP_EPAP,Leak_Total,PulseRate,PressCheck,ECG_IIHF,Technical",1000.0,/scratch/boshra95/nsrr_downloads/stages/original/STAGES PSGs/GSSA/GSSA00029.edf
STAGES,GSSA00027,37,"EEG_F3-A2,EEG_F4-A1,EEG_A1-A2,EEG_C3-A2,EEG_C4-A1,EEG_O1-A2,EEG_O2-A1,EOG_LOC-A2,EOG_ROC-A2,EMG_Chin,Leg_1,Leg_2,ECG_I,RR,ECG_II,Snore,Snore2,Flow_Patient,Flow_Patient2,Effort_THO,Effort_ABD,SpO2,Pleth,Body,Flow_Patient3,xPAP_CPAP,xPAP_IPAP,xPAP_EPAP,Leak_Total,PulseRate,EEG_T4-A1,EEG_P4-A1,EEG_P3-A2,EEG_T3-A2,PressCheck,ECG_IIHF,Technical",1000.0,/scratch/boshra95/nsrr_downloads/stages/original/STAGES PSGs/GSSA/GSSA00027.edf
STAGES,GSSA00004_1,42,"EEG_F3-A2,EEG_F4-A1,EEG_A1-A2,EEG_C3-A2,EEG_C4-A1,EEG_O1-A2,EEG_O2-A1,EOG_LOC-A2,EOG_ROC-A2,EMG_Chin,Leg_1,Leg_2,ECG_I,RR,ECG_II,Snore,Snore2,Flow_Patient,Flow_Patient2,Effort_THO,Effort_ABD,SpO2,Pleth,Body,PulseRate,Flow_Patient3,xPAP_CPAP,xPAP_IPAP,xPAP_EPAP,Leak_Total,xPAP_MaxPress,xPAP_EPAPMin,xPAP_EPAPMax,xPAP_PSMin,xPAP_PSMax,xPAP_IPAPMin,xPAP_IPAPMax,BreathRate,Press_Patient,PressCheck,ECG_IIHF,Technical",1000.0,/scratch/boshra95/nsrr_downloads/stages/original/STAGES PSGs/GSSA/GSSA00004_1.edf
STAGES,GSSA00005_1,42,"EEG_F3-A2,EEG_F4-A1,EEG_A1-A2,EEG_C3-A2,EEG_C4-A1,EEG_O1-A2,EEG_O2-A1,EOG_LOC-A2,EOG_ROC-A2,EMG_Chin,Leg_1,Leg_2,ECG_I,RR,ECG_II,Snore,Snore2,Flow_Patient,Flow_Patient2,Effort_THO,Effort_ABD,SpO2,Pleth,Body,PulseRate,Flow_Patient3,xPAP_CPAP,xPAP_IPAP,xPAP_EPAP,Leak_Total,xPAP_MaxPress,xPAP_EPAPMin,xPAP_EPAPMax,xPAP_PSMin,xPAP_PSMax,xPAP_IPAPMin,xPAP_IPAPMax,BreathRate,Press_Patient,PressCheck,ECG_IIHF,Technical",1000.0,/scratch/boshra95/nsrr_downloads/stages/original/STAGES PSGs/GSSA/GSSA00005_1.edf
STAGES,GSSA00010,33,"EEG_F3-A2,EEG_F4-A1,EEG_A1-A2,EEG_C3-A2,EEG_C4-A1,EEG_O1-A2,EEG_O2-A1,EOG_LOC-A2,EOG_ROC-A2,EMG_Chin,Leg_1,Leg_2,ECG_I,RR,ECG_II,Snore,Snore2,Flow_Patient,Flow_Patient2,Effort_THO,Effort_ABD,SpO2,Pleth,Body,Flow_Patient3,xPAP_CPAP,xPAP_IPAP,xPAP_EPAP,Leak_Total,PulseRate,PressCheck,ECG_IIHF,Technical",1000.0,/scratch/boshra95/nsrr_downloads/stages/original/STAGES PSGs/GSSA/GSSA00010.edf
STAGES,GSSA00010_1,42,"EEG_F3-A2,EEG_F4-A1,EEG_A1-A2,EEG_C3-A2,EEG_C4-A1,EEG_O1-A2,EEG_O2-A1,EOG_LOC-A2,EOG_ROC-A2,EMG_Chin,Leg_1,Leg_2,ECG_I,RR,ECG_II,Snore,Snore2,Flow_Patient,Flow_Patient2,Effort_THO,Effort_ABD,SpO2,Pleth,Body,PulseRate,Flow_Patient3,xPAP_CPAP,xPAP_IPAP,xPAP_EPAP,Leak_Total,xPAP_MaxPress,xPAP_EPAPMin,xPAP_EPAPMax,xPAP_PSMin,xPAP_PSMax,xPAP_IPAPMin,xPAP_IPAPMax,BreathRate,Press_Patient,PressCheck,ECG_IIHF,Technical",1000.0,/scratch/boshra95/nsrr_downloads/stages/original/STAGES PSGs/GSSA/GSSA00010_1.edf
STAGES,GSSA00022,41,"EEG_F3-A2,EEG_F4-A1,EEG_A1-A2,EEG_C3-A2,EEG_C4-A1,EEG_O1-A2,EEG_O2-A1,EOG_LOC-A2,EOG_ROC-A2,EMG_Chin,Leg_1,Leg_2,ECG_I,RR,ECG_II,Snore,Snore2,Flow_Patient,Flow_Patient2,Effort_THO,Effort_ABD,SpO2,Pleth,Body,Flow_Patient3,xPAP_CPAP,xPAP_IPAP,xPAP_EPAP,Leak_Total,PulseRate,EMG_Aux1,EMG_Aux2,EEG_T3-A2,EEG_T4-A1,EEG_P3-A2,EEG_P4-A1,TidVol_Instant,CO2_EndTidal,PressCheck,ECG_IIHF,Technical",1000.0,/scratch/boshra95/nsrr_downloads/stages/original/STAGES PSGs/GSSA/GSSA00022.edf
STAGES,GSSA00022_3,14,"EEG_F3-A2,EEG_F4-A1,EEG_A1-A2,EEG_C3-A2,EEG_C4-A1,EEG_O1-A2,EEG_O2-A1,EOG_LOC-A2,EOG_ROC-A2,EMG_Chin,ECG_II,RR,ECG_IIHF,Technical",1000.0,/scratch/boshra95/nsrr_downloads/stages/original/STAGES PSGs/GSSA/GSSA00022_3.edf
STAGES,GSLH00036,34,"EEG_F3-A2,EEG_F4-A1,EEG_A1-A2,EEG_C3-A2,EEG_C4-A1,EEG_O1-A2,EEG_O2-A1,EOG_LOC-A2,EOG_ROC-A2,EMG_Chin,Leg_1,Leg_2,ECG_I,RR,ECG_II,Snore,Flow_Patient,Flow_Patient2,Effort_THO,Effort_ABD,SpO2,Pleth,Body,Flow_Patient3,xPAP_CPAP,xPAP_IPAP,xPAP_EPAP,Leak_Total,PulseRate,Flow_Aux4,CO2_EndTidal,PressCheck,ECG_IIHF,Technical",1000.0,/scratch/boshra95/nsrr_downloads/stages/original/STAGES PSGs/GSLH/GSLH00036.edf
STAGES,GSLH00042,34,"EEG_F3-A2,EEG_F4-A1,EEG_A1-A2,EEG_C3-A2,EEG_C4-A1,EEG_O1-A2,EEG_O2-A1,EOG_LOC-A2,EOG_ROC-A2,EMG_Chin,Leg_1,Leg_2,ECG_I,RR,ECG_II,Snore,Flow_Patient,Flow_Patient2,Effort_THO,Effort_ABD,SpO2,Pleth,Body,Flow_Patient3,xPAP_CPAP,xPAP_IPAP,xPAP_EPAP,Leak_Total,PulseRate,Flow_Aux4,CO2_EndTidal,PressCheck,ECG_IIHF,Technical",1000.0,/scratch/boshra95/nsrr_downloads/stages/original/STAGES PSGs/GSLH/GSLH00042.edf
STAGES,GSLH00034,34,"EEG_F3-A2,EEG_F4-A1,EEG_A1-A2,EEG_C3-A2,EEG_C4-A1,EEG_O1-A2,EEG_O2-A1,EOG_LOC-A2,EOG_ROC-A2,EMG_Chin,Leg_1,Leg_2,ECG_I,RR,ECG_II,Snore,Flow_Patient,Flow_Patient2,Effort_THO,Effort_ABD,SpO2,Pleth,Body,Flow_Patient3,xPAP_CPAP,xPAP_IPAP,xPAP_EPAP,Leak_Total,PulseRate,Flow_Aux4,CO2_EndTidal,PressCheck,ECG_IIHF,Technical",1000.0,/scratch/boshra95/nsrr_downloads/stages/original/STAGES PSGs/GSLH/GSLH00034.edf
STAGES,GSLH00048,34,"EEG_F3-A2,EEG_F4-A1,EEG_A1-A2,EEG_C3-A2,EEG_C4-A1,EEG_O1-A2,EEG_O2-A1,EOG_LOC-A2,EOG_ROC-A2,EMG_Chin,Leg_1,Leg_2,ECG_I,RR,ECG_II,Snore,Flow_Patient,Flow_Patient2,Effort_THO,Effort_ABD,SpO2,Pleth,Body,Flow_Patient3,xPAP_CPAP,xPAP_IPAP,xPAP_EPAP,Leak_Total,PulseRate,Flow_Aux4,CO2_EndTidal,PressCheck,ECG_IIHF,Technical",1000.0,/scratch/boshra95/nsrr_downloads/stages/original/STAGES PSGs/GSLH/GSLH00048.edf
STAGES,GSLH00039_1,34,"EEG_F3-A2,EEG_F4-A1,EEG_A1-A2,EEG_C3-A2,EEG_C4-A1,EEG_O1-A2,EEG_O2-A1,EOG_LOC-A2,EOG_ROC-A2,EMG_Chin,Leg_1,Leg_2,ECG_I,RR,ECG_II,Snore,Flow_Patient,Flow_Patient2,Effort_THO,Effort_ABD,SpO2,Pleth,Body,Flow_Patient3,xPAP_CPAP,xPAP_IPAP,xPAP_EPAP,Leak_Total,PulseRate,Flow_Aux4,CO2_EndTidal,PressCheck,ECG_IIHF,Technical",1000.0,/scratch/boshra95/nsrr_downloads/stages/original/STAGES PSGs/GSLH/GSLH00039_1.edf
